temperature,rainfall,humidity,soil_ph,nitrogen,phosphorus,potassium,organic_matter,irrigation_frequency,fertilizer_usage,crop_type,crop_yield
28.973713224089863,9.165056756753847,50.95344045509289,5.893299705234703,20.266211619729653,17.779645949475587,220.4719265321126,2.495701984187377,4,22.848875943616402,soybeans,7.717914455483702
23.89388559063052,5.522440864253784,41.83606812504106,6.711283692279473,40.0713333647316,30.33019071212703,186.16641141404273,2.3921761073843757,2,145.54801415870867,soybeans,9.643385264488797
30.18150830480554,50.58920573520652,45.40128770653457,7.700078956426861,33.361449630262285,23.374240594006967,205.66971959833447,1.234612412970026,2,35.00923764242374,corn,6.391028912382764
37.184238851264205,61.28974697557997,56.94303246693758,6.008097552493795,27.72523740046592,30.481535264647178,222.94970008371456,4.7409414865969906,2,2.162090296651483,wheat,0.0
23.126773002213312,1.6047873368016057,80.12928397899064,4.623447293958126,21.760645130280004,18.272315837198143,190.58987806135895,1.7105194127903125,1,288.55220797205885,corn,7.351578318404719
23.126904344406555,137.60970272244543,68.60243216846504,7.119711445966137,22.80890548550814,27.4998199400554,194.82065732971097,3.05844948070565,3,18.598435633550125,rice,10.272452691153969
37.63370252405913,2.6685242839504015,65.63338629782082,5.864637611174371,50.49812095785926,33.080531156220154,189.30624162226806,3.9126203225404406,5,0.960415878718151,wheat,0.0
31.13947783322327,38.9675444047811,54.67444116040608,5.310333340909638,30.006828189574826,30.493547594181287,248.51581008941406,3.421716933003097,1,27.066974276193967,soybeans,6.431832955437818
21.244204912520384,61.73200020306196,86.58768597164081,5.875654610286776,37.82130001531459,11.262867252570135,220.9379980063748,2.9403456880078083,2,26.79170760834183,rice,9.277114762353879
29.340480348687716,102.38517762273804,59.85075206185958,6.31547464234415,22.091006183324467,17.970591379660952,211.02917688686804,1.2983341417125838,5,54.819049485919535,corn,8.089416068551866
21.292658457500302,62.603373643601316,44.35463833978857,5.895255335461787,22.201470537783614,17.23868235640163,136.45241394538587,2.190275164232716,2,253.06134493160823,corn,7.996568299295429
21.274161971437945,80.9057936298363,70.85332580589007,4.29443394290093,40.81984809249942,23.91403628061062,181.0710128393423,3.187800338042522,2,211.34941484528503,wheat,6.767638788550355
26.935698172528273,20.73413745732168,45.69191967383007,7.397066196887132,16.504237884484677,25.490828440116264,244.9334580169587,2.2128259300130035,4,61.0451788181299,wheat,9.278994937695476
9.693758042737617,84.32272846739617,57.261157140084606,7.774875041278722,25.847862320947286,13.28885860779411,201.88482865619613,3.203359459998768,2,52.91591691776565,corn,0.0
11.200657339895738,4.175322487908133,65.37059693589045,7.151521991339505,30.34027411072232,20.5427081113355,232.97657347945693,3.6817434088151417,2,80.9701416068978,corn,0.0
20.501699766072218,112.60251593926081,83.71112623425878,5.362314329575184,31.113726018400524,3.840581342750909,288.3255900163817,3.9625028858001015,3,27.899195708158786,wheat,7.530424040041468
16.89735103732461,39.65858414394647,64.67732901700593,6.298508466052482,28.209067149838436,31.53556004641512,251.93030346044083,1.7738206421873166,4,5.359593497427129,rice,3.1813326335553644
27.51397866076219,84.99488048327594,75.11293830158321,6.493478684770542,33.958197810959234,15.901006074586451,204.65791688498712,5.196646054978954,4,280.0562545326156,soybeans,11.261062691372171
17.735807395830314,30.10304859675232,89.64084194995351,7.098794389561911,36.92855755817811,20.446911518755975,174.45054149021365,3.767479344554131,4,20.665398565719585,wheat,5.3210142022564755
